Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
26144.0,2,0.0,1636000.0,2.0,213.0,2.5,3067.0,2.0,1.0,2.0,256.0,107.0,1890.0,31.0,-37.806,144.9954,2.0,4019.0
21660.0,1,2.0,300000.0,2.0,28.0,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1965.280723201647,31.0,-37.8008,144.9973,2.0,4019.0
1943.0,2,0.0,1097000.0,2.0,28.0,2.5,3067.0,3.0,1.0,2.0,220.0,75.0,1900.0,31.0,-37.801,144.9989,2.0,4019.0
8469.0,2,0.0,910000.0,5.0,28.0,2.5,3067.0,2.0,1.0,1.0,176.0,80.0,1925.0,31.0,-37.7998,144.9972,2.0,4019.0
17770.0,2,2.0,700000.0,7.0,142.0,2.5,3067.0,2.0,2.0,1.0,0.0,136.0,1965.280723201647,31.0,-37.811,145.0067,2.0,4019.0
17504.0,3,0.0,1350000.0,7.0,213.0,2.5,3067.0,3.0,2.0,2.0,214.0,190.0,2005.0,31.0,-37.8085,144.9964,2.0,4019.0
3958.0,2,2.0,750000.0,2.0,28.0,2.5,3067.0,2.0,2.0,1.0,0.0,94.0,2009.0,31.0,-37.8078,144.9965,2.0,4019.0
10613.0,4,0.0,1985000.0,2.0,28.0,2.5,3067.0,4.0,2.0,2.0,593.8109117762043,136.0,1965.280723201647,31.0,-37.8084,144.9942,2.0,4019.0
18391.0,2,0.0,1172500.0,2.0,28.0,2.5,3067.0,2.0,1.0,1.0,195.0,136.0,1965.280723201647,31.0,-37.8084,144.9973,2.0,4019.0
23225.0,1,2.0,441000.0,5.0,114.0,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1965.280723201647,31.0,-37.8016,144.9988,2.0,4019.0
6380.0,2,0.0,1310000.0,2.0,142.0,2.5,3067.0,2.0,1.0,2.0,238.0,97.0,1890.0,31.0,-37.809,144.9976,2.0,4019.0
6396.0,3,2.0,910000.0,0.0,242.0,2.5,3067.0,3.0,2.0,2.0,0.0,129.0,2010.0,31.0,-37.8093,144.9959,2.0,4019.0
17848.0,3,0.0,1200000.0,2.0,142.0,2.5,3067.0,3.0,2.0,1.0,113.0,110.0,1880.0,31.0,-37.8056,144.993,2.0,4019.0
23944.0,3,0.0,1176500.0,2.0,158.0,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,31.0,-37.8021,144.9965,2.0,4019.0
7922.0,3,0.0,955000.0,2.0,67.0,2.5,3067.0,3.0,1.0,0.0,183.0,136.0,1965.280723201647,31.0,-37.8022,144.9975,2.0,4019.0
17927.0,2,0.0,890000.0,2.0,28.0,2.5,3067.0,2.0,1.0,1.0,150.0,73.0,1985.0,31.0,-37.8011,145.0004,2.0,4019.0
14101.0,4,0.0,1330000.0,0.0,151.0,2.5,3067.0,4.0,2.0,2.0,780.0,135.0,1900.0,31.0,-37.8073,144.9952,2.0,4019.0
534.0,3,0.0,910000.0,5.0,213.0,2.5,3067.0,3.0,2.0,1.0,119.0,167.0,2005.0,31.0,-37.8082,144.9999,2.0,4019.0
4554.0,3,1.0,900000.0,2.0,22.0,2.5,3067.0,3.0,2.0,2.0,0.0,136.0,2010.0,31.0,-37.8093,144.9959,2.0,4019.0
4792.0,3,2.0,1090000.0,2.0,142.0,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,1965.280723201647,31.0,-37.8078,144.9965,2.0,4019.0
21646.0,2,2.0,500000.0,2.0,67.0,2.5,3067.0,2.0,1.0,1.0,0.0,60.0,1970.0,31.0,-37.8015,144.9972,2.0,4019.0
20236.0,2,0.0,1100000.0,0.0,28.0,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,31.0,-37.8079,144.9977,2.0,4019.0
18899.0,2,0.0,1315000.0,2.0,184.0,2.5,3067.0,2.0,1.0,0.0,147.0,85.0,1900.0,31.0,-37.808,144.994,2.0,4019.0
25208.0,4,0.0,910000.0,0.0,28.0,2.5,3067.0,4.0,2.0,2.0,593.8109117762043,136.0,1965.280723201647,31.0,-37.8092,144.9941,2.0,4019.0
19624.0,1,2.0,426000.0,5.0,114.0,2.5,3067.0,1.0,1.0,1.0,0.0,136.0,1965.280723201647,31.0,-37.8016,144.9988,2.0,4019.0
18693.0,3,0.0,1447500.0,0.0,213.0,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,31.0,-37.8017,145.0001,2.0,4019.0
3269.0,1,2.0,457000.0,2.0,142.0,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,1965.280723201647,31.0,-37.8078,144.9965,2.0,4019.0
6028.0,2,0.0,1135000.0,2.0,213.0,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,31.0,-37.8005,144.9952,2.0,4019.0
14662.0,4,0.0,1542000.0,2.0,67.0,2.5,3067.0,4.0,3.0,1.0,0.0,136.0,1965.280723201647,31.0,-37.7994,144.9965,2.0,4019.0
6902.0,3,1.0,962000.0,5.0,142.0,2.5,3067.0,3.0,1.0,2.0,593.8109117762043,136.0,1965.280723201647,31.0,-37.7972,144.9969,2.0,4019.0
6508.0,3,0.0,1290000.0,2.0,28.0,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,1965.280723201647,31.0,-37.805,144.9943,2.0,4019.0
21909.0,3,0.0,1290000.0,2.0,28.0,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,31.0,-37.8007,144.9958,2.0,4019.0
3003.0,1,2.0,470000.0,2.0,213.0,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,31.0,-37.8055,144.9961,2.0,4019.0
18647.0,2,0.0,1180000.0,2.0,142.0,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,31.0,-37.8016,144.9956,2.0,4019.0
18396.0,3,0.0,1195000.0,5.0,142.0,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,31.0,-37.8022,144.9954,2.0,4019.0
9844.0,2,0.0,1012500.0,2.0,213.0,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900.0,31.0,-37.8021,144.9976,2.0,4019.0
12091.0,2,0.0,1030000.0,2.0,28.0,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,31.0,-37.8086,144.9946,2.0,4019.0
10613.0,4,0.0,910000.0,8.0,28.0,2.5,3067.0,4.0,2.0,2.0,593.8109117762043,136.0,1965.280723201647,31.0,-37.8084,144.9942,2.0,4019.0
5953.0,3,1.0,840000.0,0.0,213.0,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,22.0,-37.718,144.878,6.0,3464.0
19855.0,3,0.0,730000.0,7.0,213.0,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,22.0,-37.7203,144.8755,6.0,3464.0
19855.0,3,0.0,770000.0,5.0,213.0,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,22.0,-37.7203,144.8755,6.0,3464.0
19215.0,3,0.0,910000.0,2.0,37.0,13.5,3042.0,3.0,1.0,1.0,580.0,114.0,1960.0,22.0,-37.7235,144.8736,6.0,3464.0
10886.0,2,0.0,603000.0,2.0,213.0,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950.0,22.0,-37.7294,144.888,6.0,3464.0
1487.0,3,1.0,700000.0,2.0,37.0,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,22.0,-37.7218,144.8837,6.0,3464.0
1154.0,3,0.0,600000.0,2.0,179.0,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,22.0,-37.7273,144.8744,6.0,3464.0
9253.0,2,2.0,500000.0,7.0,19.0,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,22.0,-37.7215,144.8864,6.0,3464.0
20432.0,3,0.0,720000.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,620.0,136.0,1965.280723201647,22.0,-37.7173,144.8872,6.0,3464.0
15727.0,4,0.0,785000.0,2.0,72.0,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,1965.280723201647,22.0,-37.7259,144.8792,6.0,3464.0
2727.0,6,0.0,725000.0,5.0,19.0,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,22.0,-37.7239,144.8735,6.0,3464.0
8997.0,2,1.0,450000.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,22.0,-37.7216,144.871,6.0,3464.0
13724.0,2,2.0,515000.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,22.0,-37.7298,144.8883,6.0,3464.0
9371.0,2,2.0,530000.0,2.0,213.0,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,22.0,-37.7234,144.8792,6.0,3464.0
13114.0,3,0.0,895000.0,0.0,271.0,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,22.0,-37.7249,144.8728,6.0,3464.0
4267.0,3,0.0,805000.0,2.0,213.0,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,22.0,-37.7217,144.8783,6.0,3464.0
1229.0,3,2.0,752000.0,2.0,213.0,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,22.0,-37.7302,144.8855,6.0,3464.0
5399.0,2,2.0,440000.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,192.0,136.0,1965.280723201647,22.0,-37.7177,144.8787,6.0,3464.0
11404.0,5,0.0,755000.0,0.0,250.0,13.5,3042.0,3.0,2.0,2.0,596.0,136.0,1965.280723201647,22.0,-37.7248,144.8699,6.0,3464.0
9190.0,3,1.0,700000.0,0.0,37.0,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,22.0,-37.727,144.887,6.0,3464.0
7436.0,3,0.0,830000.0,2.0,19.0,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,22.0,-37.7186,144.876,6.0,3464.0
17286.0,2,2.0,462500.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,164.0,136.0,2003.0,22.0,-37.7218,144.8863,6.0,3464.0
18026.0,3,0.0,670000.0,5.0,19.0,13.5,3042.0,3.0,2.0,2.0,657.0,136.0,1965.280723201647,22.0,-37.7269,144.8742,6.0,3464.0
7005.0,2,0.0,675000.0,2.0,19.0,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,22.0,-37.7187,144.8765,6.0,3464.0
4789.0,3,0.0,1042000.0,2.0,213.0,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,22.0,-37.7173,144.8796,6.0,3464.0
23723.0,3,0.0,910000.0,2.0,189.0,13.5,3042.0,3.0,1.0,1.0,775.0,136.0,1965.280723201647,22.0,-37.7231,144.8835,6.0,3464.0
21287.0,4,0.0,773000.0,2.0,37.0,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,22.0,-37.7263,144.8679,6.0,3464.0
18684.0,3,0.0,810000.0,0.0,19.0,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,22.0,-37.7285,144.8694,6.0,3464.0
5380.0,3,0.0,715000.0,2.0,271.0,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,22.0,-37.7164,144.8792,6.0,3464.0
2374.0,3,0.0,790000.0,2.0,213.0,13.5,3042.0,3.0,1.0,3.0,614.0,136.0,1965.280723201647,22.0,-37.7194,144.8827,6.0,3464.0
14095.0,3,1.0,540000.0,5.0,213.0,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,22.0,-37.7231,144.8802,6.0,3464.0
15913.0,3,1.0,825000.0,5.0,19.0,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,22.0,-37.72,144.8776,6.0,3464.0
1723.0,3,0.0,685000.0,2.0,19.0,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,22.0,-37.7226,144.8733,6.0,3464.0
3075.0,3,0.0,805000.0,2.0,19.0,13.5,3042.0,3.0,1.0,1.0,623.0,136.0,1965.280723201647,22.0,-37.7184,144.882,6.0,3464.0
8725.0,2,2.0,510000.0,2.0,213.0,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,1965.280723201647,22.0,-37.7202,144.8797,6.0,3464.0
2355.0,3,0.0,612000.0,2.0,213.0,13.5,3042.0,3.0,2.0,1.0,212.0,136.0,1965.280723201647,22.0,-37.7181,144.8824,6.0,3464.0
3289.0,3,0.0,662000.0,2.0,37.0,13.5,3042.0,3.0,1.0,2.0,612.0,136.0,1965.280723201647,22.0,-37.7169,144.8815,6.0,3464.0
15321.0,4,0.0,978000.0,2.0,213.0,13.5,3042.0,4.0,3.0,2.0,532.0,136.0,1965.280723201647,22.0,-37.7263,144.869,6.0,3464.0
15088.0,3,0.0,720000.0,0.0,213.0,13.5,3042.0,3.0,1.0,1.0,585.0,136.0,1965.280723201647,22.0,-37.72,144.878,6.0,3464.0
18906.0,4,0.0,765000.0,2.0,247.0,13.5,3042.0,4.0,1.0,2.0,509.0,136.0,1965.280723201647,22.0,-37.7261,144.8785,6.0,3464.0
24991.0,4,0.0,900000.0,2.0,120.0,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,22.0,-37.7256,144.8739,6.0,3464.0
2321.0,2,0.0,1275000.0,2.0,347.0,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,26.0,-37.8459,144.9555,5.0,3280.0
24990.0,2,0.0,1455000.0,2.0,309.0,3.3,3206.0,2.0,1.0,0.0,159.0,136.0,1965.280723201647,26.0,-37.845,144.9538,5.0,3280.0
3139.0,3,0.0,2850000.0,0.0,44.0,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,26.0,-37.8481,144.9499,5.0,3280.0
25992.0,3,0.0,1850000.0,2.0,114.0,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,26.0,-37.8452,144.9488,5.0,3280.0
5094.0,2,0.0,910000.0,5.0,184.0,3.3,3206.0,2.0,1.0,0.0,215.0,136.0,1900.0,26.0,-37.8405,144.953,5.0,3280.0
16348.0,2,0.0,1436000.0,2.0,258.0,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,26.0,-37.8431,144.9565,5.0,3280.0
25274.0,3,0.0,910000.0,4.0,114.0,3.3,3206.0,2.0,2.0,1.0,336.0,145.0,1890.0,26.0,-37.8471,144.9561,5.0,3280.0
23718.0,2,0.0,1110000.0,2.0,184.0,3.3,3206.0,1.0,1.0,0.0,147.0,136.0,1900.0,26.0,-37.8444,144.9484,5.0,3280.0
20386.0,2,0.0,1550000.0,2.0,294.0,3.3,3206.0,2.0,1.0,1.0,167.0,136.0,1965.280723201647,26.0,-37.8405,144.9521,5.0,3280.0
2278.0,4,0.0,2300000.0,2.0,184.0,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,26.0,-37.8447,144.9523,5.0,3280.0
24798.0,3,0.0,910000.0,2.0,184.0,3.3,3206.0,3.0,1.0,2.0,316.0,125.0,1880.0,26.0,-37.8449,144.9536,5.0,3280.0
18970.0,3,1.0,1550000.0,7.0,184.0,3.3,3206.0,3.0,2.0,2.0,718.0,136.0,1965.280723201647,26.0,-37.8443,144.9598,5.0,3280.0
349.0,3,0.0,1800000.0,7.0,114.0,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,26.0,-37.8415,144.952,5.0,3280.0
12661.0,2,0.0,2120000.0,2.0,114.0,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,26.0,-37.8422,144.9554,5.0,3280.0
13211.0,3,0.0,1800000.0,7.0,56.0,3.3,3206.0,3.0,1.0,1.0,253.0,136.0,1965.280723201647,26.0,-37.8443,144.9579,5.0,3280.0
11252.0,3,0.0,1800000.0,2.0,184.0,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,26.0,-37.8421,144.9571,5.0,3280.0
19529.0,3,0.0,910000.0,4.0,184.0,3.3,3206.0,3.0,1.0,0.0,126.0,88.0,1910.0,26.0,-37.8427,144.9515,5.0,3280.0
18153.0,2,0.0,1810000.0,0.0,114.0,3.3,3206.0,2.0,1.0,0.0,240.0,136.0,1965.280723201647,26.0,-37.8379,144.9539,5.0,3280.0
8201.0,3,0.0,2615000.0,2.0,56.0,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,26.0,-37.8415,144.9585,5.0,3280.0
10863.0,5,0.0,2100000.0,2.0,114.0,3.3,3206.0,5.0,2.0,1.0,237.0,136.0,1965.280723201647,26.0,-37.8436,144.9557,5.0,3280.0
14637.0,3,0.0,1300000.0,2.0,347.0,3.3,3206.0,3.0,1.0,0.0,129.0,136.0,1965.280723201647,26.0,-37.8422,144.949,5.0,3280.0
18966.0,3,0.0,1370000.0,2.0,114.0,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,26.0,-37.8451,144.9511,5.0,3280.0
21839.0,2,0.0,1000000.0,2.0,56.0,3.3,3206.0,2.0,1.0,0.0,288.0,136.0,1965.280723201647,26.0,-37.8407,144.9523,5.0,3280.0
5294.0,2,0.0,910000.0,5.0,184.0,3.3,3206.0,2.0,1.0,2.0,366.0,117.0,1900.0,26.0,-37.847,144.9506,5.0,3280.0
23360.0,3,0.0,2575000.0,2.0,114.0,3.3,3206.0,3.0,2.0,1.0,228.0,136.0,1965.280723201647,26.0,-37.8445,144.9501,5.0,3280.0
22288.0,2,0.0,1322500.0,2.0,114.0,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,26.0,-37.8443,144.9481,5.0,3280.0
240.0,2,0.0,910000.0,2.0,347.0,3.3,3206.0,2.0,1.0,1.0,152.0,136.0,1965.280723201647,26.0,-37.8437,144.959,5.0,3280.0
15792.0,2,0.0,1562500.0,2.0,114.0,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,26.0,-37.8424,144.9562,5.0,3280.0
25038.0,3,0.0,2000000.0,7.0,258.0,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,26.0,-37.847,144.9575,5.0,3280.0
12385.0,4,0.0,910000.0,2.0,184.0,3.3,3206.0,3.0,1.0,0.0,236.0,136.0,1965.280723201647,26.0,-37.8454,144.9521,5.0,3280.0
25813.0,3,0.0,910000.0,2.0,184.0,3.3,3206.0,3.0,1.0,2.0,300.0,136.0,1965.280723201647,26.0,-37.8457,144.9479,5.0,3280.0
4105.0,3,0.0,1900000.0,2.0,114.0,3.3,3206.0,3.0,1.0,0.0,209.0,136.0,1900.0,26.0,-37.8468,144.9546,5.0,3280.0
26128.0,3,0.0,3010000.0,2.0,114.0,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,26.0,-37.8473,144.9551,5.0,3280.0
15628.0,3,0.0,910000.0,5.0,184.0,3.3,3206.0,3.0,1.0,0.0,173.0,136.0,1965.280723201647,26.0,-37.8482,144.9513,5.0,3280.0
20586.0,4,0.0,2800000.0,7.0,56.0,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,26.0,-37.8467,144.9475,5.0,3280.0
7207.0,3,0.0,910000.0,4.0,56.0,3.3,3206.0,3.0,1.0,0.0,169.0,136.0,1965.280723201647,26.0,-37.8448,144.9578,5.0,3280.0
1996.0,2,2.0,647000.0,2.0,114.0,3.3,3206.0,2.0,1.0,1.0,0.0,136.0,1965.280723201647,26.0,-37.846,144.9542,5.0,3280.0
25485.0,3,0.0,910000.0,5.0,184.0,3.3,3206.0,3.0,2.0,1.0,122.0,136.0,1965.280723201647,26.0,-37.845,144.9545,5.0,3280.0
20552.0,3,0.0,2100000.0,5.0,184.0,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,26.0,-37.8427,144.9546,5.0,3280.0
6139.0,3,0.0,910000.0,2.0,114.0,3.3,3206.0,3.0,2.0,1.0,241.0,119.0,1990.0,26.0,-37.8452,144.9518,5.0,3280.0
20050.0,2,0.0,910000.0,0.0,184.0,3.3,3206.0,2.0,2.0,1.0,225.0,136.0,1965.280723201647,26.0,-37.8441,144.9479,5.0,3280.0
5366.0,7,0.0,910000.0,4.0,347.0,3.3,3206.0,7.0,7.0,0.0,435.0,136.0,1965.280723201647,26.0,-37.8473,144.9539,5.0,3280.0
18898.0,3,0.0,2000000.0,0.0,184.0,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,26.0,-37.8461,144.9528,5.0,3280.0
4602.0,1,2.0,442500.0,2.0,184.0,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,26.0,-37.8421,144.9517,5.0,3280.0
3238.0,4,0.0,4735000.0,2.0,184.0,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,26.0,-37.8477,144.9558,5.0,3280.0
14874.0,2,0.0,1340000.0,2.0,114.0,3.3,3206.0,2.0,1.0,0.0,136.0,136.0,1965.280723201647,26.0,-37.846,144.9517,5.0,3280.0
15341.0,3,0.0,1801000.0,2.0,347.0,3.3,3206.0,3.0,1.0,1.0,202.0,136.0,1965.280723201647,26.0,-37.8429,144.9493,5.0,3280.0
12953.0,3,0.0,1532000.0,2.0,62.0,3.3,3206.0,3.0,3.0,1.0,0.0,136.0,1965.280723201647,26.0,-37.8415,144.9585,5.0,3280.0
10523.0,3,0.0,3755000.0,2.0,114.0,3.3,3206.0,3.0,2.0,2.0,325.0,136.0,1965.280723201647,26.0,-37.8413,144.95,5.0,3280.0
12066.0,4,0.0,2140000.0,2.0,114.0,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,26.0,-37.8434,144.9495,5.0,3280.0
18170.0,2,0.0,1750000.0,2.0,184.0,3.3,3206.0,2.0,1.0,1.0,162.0,136.0,1965.280723201647,26.0,-37.8416,144.9488,5.0,3280.0
21081.0,2,0.0,980000.0,2.0,114.0,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,26.0,-37.8387,144.9519,5.0,3280.0
22886.0,2,0.0,910000.0,5.0,184.0,3.3,3206.0,2.0,1.0,0.0,99.0,65.0,1900.0,26.0,-37.8438,144.9588,5.0,3280.0
24282.0,4,0.0,910000.0,5.0,184.0,3.3,3206.0,4.0,2.0,0.0,230.0,185.0,1900.0,26.0,-37.842,144.958,5.0,3280.0
19411.0,3,0.0,910000.0,4.0,114.0,3.3,3206.0,3.0,2.0,1.0,141.0,136.0,1965.280723201647,26.0,-37.8446,144.945,5.0,3280.0
10758.0,3,0.0,2030000.0,2.0,347.0,3.3,3206.0,3.0,2.0,0.0,152.0,136.0,1965.280723201647,26.0,-37.8488,144.9551,5.0,3280.0
6811.0,3,0.0,1740000.0,0.0,184.0,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,26.0,-37.8448,144.9453,5.0,3280.0
23643.0,3,0.0,2800000.0,7.0,44.0,3.3,3206.0,3.0,3.0,1.0,0.0,136.0,1965.280723201647,26.0,-37.8399,144.9577,5.0,3280.0
25338.0,1,0.0,985000.0,2.0,184.0,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,26.0,-37.8411,144.9497,5.0,3280.0
14186.0,3,0.0,910000.0,4.0,191.0,6.4,3078.0,3.0,2.0,1.0,174.0,122.0,2003.0,6.0,-37.7818,145.0198,2.0,2211.0
21460.0,4,0.0,2000000.0,2.0,36.0,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,6.0,-37.7707,145.0318,2.0,2211.0
19779.0,3,0.0,1110000.0,2.0,142.0,6.4,3078.0,3.0,2.0,2.0,208.0,136.0,2013.0,6.0,-37.7854,145.0325,2.0,2211.0
4751.0,3,0.0,1492000.0,2.0,142.0,6.4,3078.0,3.0,2.0,2.0,411.0,136.0,1965.280723201647,6.0,-37.7713,145.0279,2.0,2211.0
16900.0,3,0.0,910000.0,2.0,142.0,6.4,3078.0,3.0,1.0,3.0,922.0,136.0,1965.280723201647,6.0,-37.7812,145.0235,2.0,2211.0
18219.0,4,0.0,1717500.0,2.0,67.0,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,6.0,-37.7717,145.031,2.0,2211.0
24877.0,5,0.0,2840000.0,2.0,213.0,6.4,3078.0,5.0,4.0,4.0,809.0,165.0,1910.0,6.0,-37.775,145.0268,2.0,2211.0
12597.0,5,0.0,910000.0,2.0,67.0,6.4,3078.0,5.0,3.0,4.0,743.0,136.0,1915.0,6.0,-37.7845,145.0208,2.0,2211.0
13723.0,2,2.0,525500.0,2.0,203.0,6.4,3078.0,2.0,1.0,1.0,88.0,60.0,1960.0,6.0,-37.7791,145.0306,2.0,2211.0
17074.0,2,1.0,805000.0,2.0,203.0,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,6.0,-37.7804,145.0308,2.0,2211.0
9275.0,2,2.0,465000.0,2.0,191.0,6.4,3078.0,2.0,1.0,1.0,0.0,136.0,1965.280723201647,6.0,-37.7773,145.0314,2.0,2211.0
24813.0,3,0.0,2000000.0,0.0,347.0,6.4,3078.0,3.0,3.0,2.0,686.0,136.0,1965.280723201647,6.0,-37.78,145.0341,2.0,2211.0
18206.0,3,0.0,1540000.0,2.0,213.0,6.4,3078.0,3.0,1.0,2.0,592.0,136.0,1965.280723201647,6.0,-37.7755,145.0288,2.0,2211.0
